login_hour,after_hours_flag,session_duration_mins,usb_events_count,files_accessed_count,email_count,unique_domains_visited,email_ext_recipient_count,file_copy_to_removable,usb_events_count_zscore,files_accessed_count_zscore,email_count_zscore,session_duration_mins_zscore
7,0,546.5166666666667,2,3,14,36,7,3,0.0,0.0,0.0,0.0
11,0,373.8333333333333,0,0,3,21,7,0,0.0,0.0,0.0,0.0
14,0,130.78333333333333,3,3,10,30,3,3,0.0,0.0,0.0,0.0
12,0,284.51666666666665,1,2,10,24,6,2,0.0,0.0,0.0,0.0
9,0,465.0,0,0,2,20,5,0,0.0,0.0,0.0,0.0
11,0,262.15,1,4,9,34,9,4,0.0,0.0,0.0,0.0
7,0,623.0,0,0,1,4,2,0,0.0,0.0,0.0,0.0
14,0,231.11666666666667,0,0,1,8,1,0,0.0,0.0,0.0,0.0
11,0,462.26666666666665,0,0,10,54,6,0,0.0,0.0,0.0,0.0
13,0,329.25,0,0,1,9,1,0,0.0,0.0,0.0,0.0
8,0,496.0,0,0,3,23,6,0,0.0,0.0,0.0,0.0
12,0,310.85,1,0,14,37,3,0,0.0,0.0,0.0,0.0
8,0,667.0,0,0,1,8,1,0,0.0,0.0,0.0,0.0
13,0,348.53333333333336,0,0,8,11,6,0,0.0,0.0,0.0,0.0
12,0,263.8,0,0,14,27,2,0,0.0,0.0,0.0,0.0
12,0,269.21666666666664,0,0,15,42,3,0,0.0,0.0,0.0,0.0
7,0,532.0,0,0,1,9,0,0,0.0,0.0,0.0,0.0
8,0,577.0,9,24,7,28,2,24,0.0,0.0,0.0,0.0
11,0,353.73333333333335,2,9,16,45,2,9,0.0,0.0,0.0,0.0
7,0,563.0,0,0,1,8,0,0,0.0,0.0,0.0,0.0
12,0,260.1666666666667,8,22,9,36,10,22,0.0,0.0,0.0,0.0
9,0,475.0,0,0,3,20,1,0,0.0,0.0,0.0,0.0
9,0,524.0,0,0,3,15,2,0,0.0,0.0,0.0,0.0
13,0,420.03333333333336,0,0,9,36,3,0,0.0,0.0,0.0,0.0
12,0,343.6,0,0,1,9,1,0,0.0,0.0,0.0,0.0
12,0,303.7,8,2,15,48,15,2,0.0,0.0,0.0,0.0
11,0,245.68333333333334,0,0,0,37,0,0,0.0,0.0,0.0,0.0
13,0,175.73333333333332,0,0,3,15,4,0,0.0,0.0,0.0,0.0
8,0,550.0,0,0,10,17,3,0,0.0,0.0,0.0,0.0
12,0,182.23333333333332,0,0,15,37,11,0,0.0,0.0,0.0,0.0
13,0,398.06666666666666,0,0,1,3,0,0,0.0,0.0,0.0,0.0
13,0,280.8,2,2,9,35,5,2,0.0,0.0,0.0,0.0
7,0,677.55,0,0,9,14,2,0,0.0,0.0,0.0,0.0
11,0,485.6166666666667,0,0,9,44,10,0,0.0,0.0,0.0,0.0
8,0,478.0,1,22,10,44,4,22,0.0,0.0,0.0,0.0
8,0,618.0,0,0,1,8,0,0,0.0,0.0,0.0,0.0
7,0,616.0,0,0,9,32,2,0,0.0,0.0,0.0,0.0
10,0,322.6666666666667,2,12,1,9,1,12,0.0,0.0,0.0,0.0
13,0,263.4,0,0,11,36,2,0,0.0,0.0,0.0,0.0
6,0,551.0,9,21,18,48,7,21,0.0,0.0,0.0,0.0
11,0,383.8,1,8,9,36,6,8,0.0,0.0,0.0,0.0
8,0,555.0,0,0,15,39,5,0,0.0,0.0,0.0,0.0
8,1,512.75,9,10,10,33,9,10,0.0,0.0,0.0,0.0
8,0,609.0,0,0,9,50,4,0,0.0,0.0,0.0,0.0
9,0,474.0,9,0,3,11,3,0,0.0,0.0,0.0,0.0
7,0,557.0,0,0,9,37,9,0,0.0,0.0,0.0,0.0
7,0,618.0,0,0,1,9,0,0,0.0,0.0,0.0,0.0
7,0,555.0,0,0,1,9,2,0,0.0,0.0,0.0,0.0
7,0,604.0,0,0,15,15,17,0,0.0,0.0,0.0,0.0
7,0,625.0,1,0,14,42,7,0,0.0,0.0,0.0,0.0
12,0,327.78333333333336,0,0,15,46,12,0,0.0,0.0,0.0,0.0
7,0,557.0,0,0,9,29,0,0,0.0,0.0,0.0,0.0
9,0,735.0,1,27,3,15,0,27,0.0,0.0,0.0,0.0
8,0,673.0,9,21,9,33,4,21,0.0,0.0,0.0,0.0
10,0,495.73333333333335,2,5,3,15,3,5,0.0,0.0,0.0,0.0
13,0,324.4833333333333,0,0,2,23,1,0,0.0,0.0,0.0,0.0
11,0,279.03333333333336,0,0,1,8,0,0,0.0,0.0,0.0,0.0
7,0,667.0,0,0,3,14,1,0,0.0,0.0,0.0,0.0
7,0,560.0,0,0,1,9,1,0,0.0,0.0,0.0,0.0
9,0,566.0,0,0,3,23,3,0,0.0,0.0,0.0,0.0
8,0,497.0,0,0,3,22,4,0,0.0,0.0,0.0,0.0
14,0,216.16666666666666,0,0,2,17,3,0,0.0,0.0,0.0,0.0
9,0,557.0,0,0,3,14,3,0,0.0,0.0,0.0,0.0
8,0,561.0,2,0,1,8,0,0,0.0,0.0,0.0,0.0
7,0,683.0,0,0,3,14,3,0,0.0,0.0,0.0,0.0
18,1,693.5833333333334,2,2,1,10,0,2,0.0,0.0,0.0,0.0
7,0,608.0,0,0,11,20,0,0,0.0,0.0,0.0,0.0
16,0,172.35,0,0,3,16,2,0,0.0,0.0,0.0,0.0
7,0,606.0,0,0,8,13,9,0,0.0,0.0,0.0,0.0
9,0,733.0,0,0,3,17,1,0,0.0,0.0,0.0,0.0
8,0,488.0,0,0,3,18,7,0,0.0,0.0,0.0,0.0
7,0,427.0,0,0,11,29,3,0,0.0,0.0,0.0,0.0
11,0,293.1,2,5,1,8,0,5,0.0,0.0,0.0,0.0
13,0,231.73333333333332,0,0,9,48,8,0,0.0,0.0,0.0,0.0
12,0,262.3666666666667,3,0,3,12,2,0,0.0,0.0,0.0,0.0
7,0,612.0,0,0,9,13,4,0,0.0,0.0,0.0,0.0
7,0,567.0,6,23,0,6,0,23,0.0,0.0,0.0,0.0
7,0,554.0,0,0,11,35,7,0,0.0,0.0,0.0,0.0
9,0,566.0,0,0,9,37,9,0,0.0,0.0,0.0,0.0
11,0,247.68333333333334,0,0,15,33,4,0,0.0,0.0,0.0,0.0
7,0,497.0,0,0,9,33,1,0,0.0,0.0,0.0,0.0
7,0,604.0,0,0,10,32,5,0,0.0,0.0,0.0,0.0
12,0,375.18333333333334,0,0,3,16,1,0,0.0,0.0,0.0,0.0
8,0,618.0,1,6,14,34,9,6,0.0,0.0,0.0,0.0
7,0,559.0,0,0,9,27,2,0,0.0,0.0,0.0,0.0
13,0,241.46666666666667,0,0,3,15,2,0,0.0,0.0,0.0,0.0
7,0,672.0,0,0,3,17,2,0,0.0,0.0,0.0,0.0
7,0,545.0,0,0,9,22,13,0,0.0,0.0,0.0,0.0
14,0,160.88333333333333,0,0,3,22,2,0,0.0,0.0,0.0,0.0
7,0,619.0,0,0,16,39,6,0,0.0,0.0,0.0,0.0
9,0,552.0,0,0,8,26,0,0,0.0,0.0,0.0,0.0
7,0,609.0,0,0,15,36,4,0,0.0,0.0,0.0,0.0
8,0,626.0,0,0,1,7,0,0,0.0,0.0,0.0,0.0
7,0,610.0,1,1,11,34,10,1,0.0,0.0,0.0,0.0
8,0,671.2666666666667,0,0,1,6,0,0,0.0,0.0,0.0,0.0
7,0,624.0,0,0,9,39,8,0,0.0,0.0,0.0,0.0
7,0,555.0,0,0,1,7,3,0,0.0,0.0,0.0,0.0
9,0,555.0,0,0,3,12,4,0,0.0,0.0,0.0,0.0
7,0,565.0,0,0,11,47,2,0,0.0,0.0,0.0,0.0
7,0,556.0,0,0,9,34,6,0,0.0,0.0,0.0,0.0
13,0,284.46666666666664,0,0,1,8,1,0,0.0,0.0,0.0,0.0
8,0,617.0,0,0,1,10,0,0,0.0,0.0,0.0,0.0
7,0,554.0,2,5,1,8,1,5,0.0,0.0,0.0,0.0
8,0,558.0,0,0,9,25,2,0,0.0,0.0,0.0,0.0
7,0,550.0,0,0,9,32,6,0,0.0,0.0,0.0,0.0
7,0,627.0,0,0,8,41,7,0,0.0,0.0,0.0,0.0
14,0,304.5,1,0,8,40,6,0,0.0,0.0,0.0,0.0
8,0,555.0,0,0,15,44,11,0,0.0,0.0,0.0,0.0
7,0,618.0,0,0,11,28,2,0,0.0,0.0,0.0,0.0
7,0,568.0,0,0,15,47,3,0,0.0,0.0,0.0,0.0
7,0,485.0,0,0,14,29,7,0,0.0,0.0,0.0,0.0
8,0,494.0,0,0,3,22,2,0,0.0,0.0,0.0,0.0
9,0,479.0,9,4,3,15,0,4,0.0,0.0,0.0,0.0
7,0,556.0,0,0,11,32,3,0,0.0,0.0,0.0,0.0
8,0,500.0,0,0,5,31,1,0,0.0,0.0,0.0,0.0
8,0,551.0,0,0,9,29,3,0,0.0,0.0,0.0,0.0
8,0,509.0,0,0,3,16,2,0,0.0,0.0,0.0,0.0
7,0,558.0,0,0,8,45,7,0,0.0,0.0,0.0,0.0
7,0,617.0,0,0,9,26,1,0,0.0,0.0,0.0,0.0
7,0,550.0,0,0,1,7,0,0,0.0,0.0,0.0,0.0
7,0,561.0,0,0,9,48,8,0,0.0,0.0,0.0,0.0
7,0,551.0,0,0,4,31,4,0,0.0,0.0,0.0,0.0
8,0,555.0,0,0,15,23,4,0,0.0,0.0,0.0,0.0
7,0,562.0,0,0,15,39,10,0,0.0,0.0,0.0,0.0
8,0,564.0,2,1,1,9,0,1,0.0,0.0,0.0,0.0
7,0,495.0,0,0,14,40,13,0,0.0,0.0,0.0,0.0
11,0,381.3833333333333,0,0,9,37,10,0,0.0,0.0,0.0,0.0
8,0,488.0,1,6,3,18,2,6,0.0,0.0,0.0,0.0
8,0,658.0,0,0,1,3,1,0,0.0,0.0,0.0,0.0
9,0,548.0,0,0,2,20,5,0,0.0,0.0,0.0,0.0
13,0,327.25,0,0,1,9,0,0,0.0,0.0,0.0,0.0
9,0,560.0,0,0,3,19,3,0,0.0,0.0,0.0,0.0
9,0,608.5166666666667,0,0,10,32,3,0,0.0,0.0,0.0,0.0
7,0,611.0,0,0,10,8,12,0,0.0,0.0,0.0,0.0
0,1,524.9666666666667,0,0,11,44,2,0,0.0,0.0,0.0,0.0
12,0,220.93333333333334,0,0,9,32,6,0,0.0,0.0,0.0,0.0
11,0,415.3,0,0,3,19,1,0,0.0,0.0,0.0,0.0
12,0,280.06666666666666,1,0,13,41,14,0,0.0,0.0,0.0,0.0
7,0,560.0,0,0,15,47,4,0,0.0,0.0,0.0,0.0
7,0,550.0,0,0,15,36,3,0,0.0,0.0,0.0,0.0
7,0,559.0,7,27,15,28,3,27,0.0,0.0,0.0,0.0
8,0,618.0,0,0,9,39,4,0,0.0,0.0,0.0,0.0
7,0,549.0,0,0,10,43,13,0,0.0,0.0,0.0,0.0
7,0,619.0,0,0,8,42,9,0,0.0,0.0,0.0,0.0
8,0,557.0,0,0,14,32,21,0,0.0,0.0,0.0,0.0
7,0,605.0,0,0,9,31,4,0,0.0,0.0,0.0,0.0
8,0,546.0,0,0,1,10,0,0,0.0,0.0,0.0,0.0
7,0,489.0,0,0,5,47,1,0,0.0,0.0,0.0,0.0
7,0,612.0,0,0,8,44,8,0,0.0,0.0,0.0,0.0
12,0,220.98333333333332,0,0,8,33,3,0,0.0,0.0,0.0,0.0
12,0,356.4166666666667,2,5,9,51,4,5,0.0,0.0,0.0,0.0
7,0,566.0,0,0,15,33,8,0,0.0,0.0,0.0,0.0
7,0,677.0,0,0,9,31,8,0,0.0,0.0,0.0,0.0
8,0,247.0,0,0,9,33,5,0,0.0,0.0,0.0,0.0
11,0,331.15,0,0,9,37,9,0,0.0,0.0,0.0,0.0
8,0,551.0,0,0,15,38,15,0,0.0,0.0,0.0,0.0
8,0,622.0,0,0,9,21,10,0,0.0,0.0,0.0,0.0
7,0,670.0,0,0,11,41,6,0,0.0,0.0,0.0,0.0
7,0,491.0,0,0,15,49,13,0,0.0,0.0,0.0,0.0
7,0,663.0,0,0,2,16,1,0,0.0,0.0,0.0,0.0
12,0,231.61666666666667,0,0,1,9,0,0,0.0,0.0,0.0,0.0
7,0,554.0,0,0,9,33,6,0,0.0,0.0,0.0,0.0
8,0,502.0,2,7,3,23,0,7,0.0,0.0,0.0,0.0
10,1,309.1,12,26,11,18,4,26,0.0,0.0,0.0,0.0
23,1,429.05,7,13,9,37,17,13,0.0,0.0,0.0,0.0
7,0,560.0,0,0,1,8,0,0,0.0,0.0,0.0,0.0
8,0,735.0,0,0,9,29,8,0,0.0,0.0,0.0,0.0
7,0,184.0,0,0,10,33,12,0,0.0,0.0,0.0,0.0
7,0,618.0,0,0,1,9,2,0,0.0,0.0,0.0,0.0
7,0,619.0,0,0,9,20,3,0,0.0,0.0,0.0,0.0
8,0,674.0,0,0,9,23,3,0,0.0,0.0,0.0,0.0
8,0,557.0,0,0,1,10,0,0,0.0,0.0,0.0,0.0
13,0,292.85,9,23,1,10,0,23,0.0,0.0,0.0,0.0
7,0,604.0,0,0,8,53,5,0,0.0,0.0,0.0,0.0
8,0,491.0,1,8,3,13,4,8,0.0,0.0,0.0,0.0
8,1,515.9333333333333,0,0,11,36,6,0,0.0,0.0,0.0,0.0
7,0,611.0,0,0,11,38,6,0,0.0,0.0,0.0,0.0
8,0,559.0,0,0,8,37,7,0,0.0,0.0,0.0,0.0
12,0,247.11666666666667,0,0,9,32,15,0,0.0,0.0,0.0,0.0
9,0,554.0,0,0,1,22,2,0,0.0,0.0,0.0,0.0
7,0,546.0,0,0,15,62,12,0,0.0,0.0,0.0,0.0
7,0,502.0,0,0,14,49,14,0,0.0,0.0,0.0,0.0
14,0,232.41666666666666,2,5,3,15,0,5,0.0,0.0,0.0,0.0
7,0,559.0,3,0,14,47,19,0,0.0,0.0,0.0,0.0
8,0,731.0,0,0,9,29,5,0,0.0,0.0,0.0,0.0
7,0,552.0,0,0,9,27,6,0,0.0,0.0,0.0,0.0
7,0,484.0,0,0,15,10,13,0,0.0,0.0,0.0,0.0
13,0,129.08333333333334,1,11,16,26,11,11,0.0,0.0,0.0,0.0
6,1,513.6333333333333,0,0,11,15,5,0,0.0,0.0,0.0,0.0
8,0,536.0,0,0,15,56,15,0,0.0,0.0,0.0,0.0
9,0,563.0,9,21,3,8,1,21,0.0,0.0,0.0,0.0
20,1,523.3666666666667,0,0,10,40,3,0,0.0,0.0,0.0,0.0
8,0,671.0,0,0,1,8,0,0,0.0,0.0,0.0,0.0
7,0,619.0,0,0,1,9,0,0,0.0,0.0,0.0,0.0
7,0,621.0,0,0,9,42,10,0,0.0,0.0,0.0,0.0
7,0,609.0,0,0,10,30,4,0,0.0,0.0,0.0,0.0
7,0,563.0,0,0,9,20,4,0,0.0,0.0,0.0,0.0
8,0,485.0,0,0,8,32,2,0,0.0,0.0,0.0,0.0
7,0,435.0,0,0,36,27,36,0,0.0,0.0,0.0,0.0
7,0,557.0,0,0,1,7,0,0,0.0,0.0,0.0,0.0
7,0,568.0,0,0,1,8,0,0,0.0,0.0,0.0,0.0
8,0,562.0,0,0,15,39,9,0,0.0,0.0,0.0,0.0
7,0,487.0,0,0,9,33,7,0,0.0,0.0,0.0,0.0
12,0,224.55,0,0,1,6,0,0,0.0,0.0,0.0,0.0
7,0,487.0,0,0,13,41,11,0,0.0,0.0,0.0,0.0
7,0,610.0,3,4,9,21,10,4,0.0,0.0,0.0,0.0
7,0,502.0,1,0,15,37,11,0,0.0,0.0,0.0,0.0
13,0,222.33333333333334,9,0,15,34,7,0,0.0,0.0,0.0,0.0
8,0,548.0,0,0,9,28,6,0,0.0,0.0,0.0,0.0
7,0,609.0,3,4,15,22,15,4,0.0,0.0,0.0,0.0
7,0,551.0,0,0,9,28,2,0,0.0,0.0,0.0,0.0
8,0,603.0,7,0,1,7,0,0,0.0,0.0,0.0,0.0
9,0,729.0,0,0,3,19,1,0,0.0,0.0,0.0,0.0
7,0,624.0,0,0,1,7,0,0,0.0,0.0,0.0,0.0
7,0,558.0,0,0,1,8,1,0,0.0,0.0,0.0,0.0
7,0,561.0,0,0,9,21,3,0,0.0,0.0,0.0,0.0
7,0,566.0,0,0,15,36,7,0,0.0,0.0,0.0,0.0
7,0,615.0,0,0,1,8,0,0,0.0,0.0,0.0,0.0
9,0,559.0,0,0,8,38,3,0,0.0,0.0,0.0,0.0
7,0,552.0,0,0,15,37,11,0,0.0,0.0,0.0,0.0
13,0,195.66666666666666,0,0,15,43,15,0,0.0,0.0,0.0,0.0
11,0,297.18333333333334,0,0,9,25,5,0,0.0,0.0,0.0,0.0
8,0,554.0,0,0,15,33,13,0,0.0,0.0,0.0,0.0
12,1,164.28333333333333,1,1,11,39,7,1,0.0,0.0,0.0,0.0
11,0,432.5833333333333,0,0,9,34,5,0,0.0,0.0,0.0,0.0
8,0,622.0,0,0,1,8,1,0,0.0,0.0,0.0,0.0
7,0,672.0,0,0,9,20,8,0,0.0,0.0,0.0,0.0
14,0,254.68333333333334,0,0,1,6,0,0,0.0,0.0,0.0,0.0
8,0,725.0,0,0,9,30,11,0,0.0,0.0,0.0,0.0
8,0,611.0,0,0,1,5,0,0,0.0,0.0,0.0,0.0
8,0,494.0,0,0,2,12,4,0,0.0,0.0,0.0,0.0
8,0,495.0,0,0,3,18,2,0,0.0,0.0,0.0,0.0
9,0,742.0,0,0,3,22,1,0,0.0,0.0,0.0,0.0
7,0,551.0,0,0,15,35,12,0,0.0,0.0,0.0,0.0
9,0,537.0,1,3,3,25,3,3,0.0,0.0,0.0,0.0
7,0,563.0,0,0,15,33,10,0,0.0,0.0,0.0,0.0
7,0,498.0,0,0,9,43,7,0,0.0,0.0,0.0,0.0
8,0,484.0,0,0,2,7,1,0,0.0,0.0,0.0,0.0
7,0,600.0,9,16,5,32,1,16,0.0,0.0,0.0,0.0
18,1,503.9,0,0,11,48,2,0,0.0,0.0,0.0,0.0
8,0,492.0,0,0,0,17,0,0,0.0,0.0,0.0,0.0
7,0,620.0,0,0,15,35,19,0,0.0,0.0,0.0,0.0
7,0,667.0,0,0,9,41,7,0,0.0,0.0,0.0,0.0
8,0,683.0,0,0,0,5,0,0,0.0,0.0,0.0,0.0
7,0,320.8833333333334,0,0,1,8,1,0,0.0,0.0,0.0,0.0
7,0,557.0,0,0,9,38,5,0,0.0,0.0,0.0,0.0
7,0,668.0,0,0,3,17,5,0,0.0,0.0,0.0,0.0
7,0,603.0,0,0,9,27,8,0,0.0,0.0,0.0,0.0
8,0,554.0,0,0,1,10,1,0,0.0,0.0,0.0,0.0
7,0,623.0,0,0,9,30,3,0,0.0,0.0,0.0,0.0
19,1,540.3333333333334,0,0,11,15,10,0,0.0,0.0,0.0,0.0
8,0,492.0,0,0,3,18,0,0,0.0,0.0,0.0,0.0
12,0,358.53333333333336,0,0,9,39,9,0,0.0,0.0,0.0,0.0
8,0,550.0,0,0,13,36,7,0,0.0,0.0,0.0,0.0
23,1,517.2166666666667,0,0,10,32,2,0,0.0,0.0,0.0,0.0
7,0,556.0,0,0,1,7,0,0,0.0,0.0,0.0,0.0
8,0,611.0,0,0,14,52,3,0,0.0,0.0,0.0,0.0
7,0,499.0,0,0,9,26,9,0,0.0,0.0,0.0,0.0
7,0,551.0,0,0,3,19,0,0,0.0,0.0,0.0,0.0
9,0,554.0,0,0,3,12,0,0,0.0,0.0,0.0,0.0
19,1,538.7833333333333,0,0,11,35,5,0,0.0,0.0,0.0,0.0
7,0,557.0,0,0,13,35,17,0,0.0,0.0,0.0,0.0
8,0,669.0,0,0,9,33,4,0,0.0,0.0,0.0,0.0
13,0,167.9,2,0,9,41,0,0,0.0,0.0,0.0,0.0
8,0,677.0,0,0,9,47,9,0,0.0,0.0,0.0,0.0
7,0,496.0,0,0,9,38,2,0,0.0,0.0,0.0,0.0
9,0,731.0,0,0,3,21,1,0,0.0,0.0,0.0,0.0
13,0,139.75,0,0,27,34,5,0,0.0,0.0,0.0,0.0
11,0,265.5833333333333,0,0,19,41,3,0,0.0,0.0,0.0,0.0
10,0,374.8333333333333,9,0,1,9,2,0,0.0,0.0,0.0,0.0
8,0,490.0,0,0,3,12,2,0,0.0,0.0,0.0,0.0
11,0,444.6,0,0,8,37,4,0,0.0,0.0,0.0,0.0
8,0,499.0,3,6,3,20,0,6,0.0,0.0,0.0,0.0
7,0,611.0,2,7,9,22,5,7,0.0,0.0,0.0,0.0
8,0,490.0,0,0,3,15,1,0,0.0,0.0,0.0,0.0
12,0,539.95,0,0,3,22,0,0,0.0,0.0,0.0,0.0
7,0,674.0,0,0,9,36,3,0,0.0,0.0,0.0,0.0
13,0,164.56666666666666,0,0,11,27,8,0,0.0,0.0,0.0,0.0
22,1,559.8833333333333,0,0,11,39,8,0,0.0,0.0,0.0,0.0
14,0,312.6166666666667,0,0,1,8,0,0,0.0,0.0,0.0,0.0
7,0,561.0,0,0,14,51,11,0,0.0,0.0,0.0,0.0
7,0,494.0,1,4,9,22,12,4,0.0,0.0,0.0,0.0
11,0,338.96666666666664,0,0,9,30,2,0,0.0,0.0,0.0,0.0
13,0,321.85,2,6,9,46,12,6,0.0,0.0,0.0,0.0
11,0,322.75,0,0,9,29,4,0,0.0,0.0,0.0,0.0
13,0,219.61666666666667,0,0,15,35,2,0,0.0,0.0,0.0,0.0
9,0,744.0,0,0,3,20,2,0,0.0,0.0,0.0,0.0
7,0,553.0,0,0,5,28,3,0,0.0,0.0,0.0,0.0
8,0,678.0,0,0,9,20,8,0,0.0,0.0,0.0,0.0
7,0,621.0,0,0,1,10,0,0,0.0,0.0,0.0,0.0
7,0,621.0,0,0,1,9,0,0,0.0,0.0,0.0,0.0
8,0,556.0,0,0,11,44,15,0,0.0,0.0,0.0,0.0
12,0,227.06666666666666,0,0,1,8,0,0,0.0,0.0,0.0,0.0
12,0,322.51666666666665,0,0,1,8,0,0,0.0,0.0,0.0,0.0
13,0,337.46666666666664,0,0,8,38,0,0,0.0,0.0,0.0,0.0
11,0,354.03333333333336,0,0,9,30,2,0,0.0,0.0,0.0,0.0
7,0,485.0,0,0,15,41,7,0,0.0,0.0,0.0,0.0
11,0,369.03333333333336,0,0,9,39,0,0,0.0,0.0,0.0,0.0
7,0,490.0,0,0,9,38,6,0,0.0,0.0,0.0,0.0
7,0,604.0,0,0,11,24,9,0,0.0,0.0,0.0,0.0
7,0,556.0,0,0,15,43,13,0,0.0,0.0,0.0,0.0
17,1,321.6333333333333,13,37,10,41,10,37,0.0,0.0,0.0,0.0
7,0,623.0,0,0,1,6,1,0,0.0,0.0,0.0,0.0
7,0,489.0,0,0,14,23,1,0,0.0,0.0,0.0,0.0
7,0,613.0,8,24,15,50,18,24,0.0,0.0,0.0,0.0
10,0,355.5833333333333,0,0,10,32,10,0,0.0,0.0,0.0,0.0
8,0,557.0,0,0,1,8,3,0,0.0,0.0,0.0,0.0
8,0,687.0,0,0,9,23,6,0,0.0,0.0,0.0,0.0
8,0,616.0,0,0,1,7,0,0,0.0,0.0,0.0,0.0
8,0,673.0,0,0,1,10,1,0,0.0,0.0,0.0,0.0
9,0,733.0,0,0,2,17,1,0,0.0,0.0,0.0,0.0
9,0,737.0,0,0,8,32,0,0,0.0,0.0,0.0,0.0
8,0,553.0,0,0,9,37,0,0,0.0,0.0,0.0,0.0
7,0,673.0,0,0,9,42,6,0,0.0,0.0,0.0,0.0
7,0,609.0,0,0,9,33,7,0,0.0,0.0,0.0,0.0
7,0,561.0,0,0,1,9,0,0,0.0,0.0,0.0,0.0
